Order_ID,Customer_ID,Partner_ID,Order_Date,Payment_Mode,Delivery_Time_Min,Delivery_Status
O006199,C01091,D0448,04-09-2025,Wallet,41,Delivered
O006200,C04837,D0074,05-12-2023,Card,59,Cancelled
O006201,C04711,D0433,10-01-2024,Wallet,21,Cancelled
O006202,C00772,D0323,21-03-2021,Wallet,19,Delivered
O006203,C02265,D0488,29-05-2023,Wallet,43,Late
O006204,C01610,D0465,24-03-2021,Card,42,Delivered
O006205,C03175,D0297,19-05-2021,Cash,42,Late
O006206,C03930,D0021,16-08-2023,Wallet,52,Cancelled
O006207,C04406,D0384,14-04-2023,Cash,25,Late
O006208,C04806,D0033,03-09-2021,Cash,13,Delivered
O006209,C00867,D0176,23-06-2022,Card,36,Delivered
O006210,C02646,D0172,24-12-2025,Wallet,22,Delivered
O006211,C00840,D0259,10-03-2025,UPI,41,Late
O006212,C01111,D0173,28-10-2023,Cash,19,Delivered
O006213,C00136,D0068,27-11-2021,Wallet,59,Delivered
O006214,C03972,D0354,30-08-2025,Cash,18,Delivered
O006215,C02817,D0432,11-12-2021,Wallet,57,Cancelled
O006216,C01206,D0124,22-05-2021,UPI,52,Late
O006217,C01816,D0148,19-05-2021,Wallet,32,Delivered
O006218,C04442,D0082,06-05-2023,Wallet,36,Late
O006219,C04774,D0225,28-09-2021,Wallet,36,Late
O006220,C00898,D0335,17-03-2024,Cash,34,Delivered
O006221,C02888,D0097,09-12-2024,Cash,33,Cancelled
O006222,C02715,D0327,21-06-2023,Cash,56,Delivered
O006223,C03122,D0406,08-01-2024,Card,24,Cancelled
O006224,C04375,D0489,14-06-2023,Wallet,14,Late
O006225,C02379,D0388,01-04-2023,Card,47,Delivered
O006226,C04628,D0048,13-04-2025,Wallet,38,Delivered
O006227,C03192,D0394,09-02-2021,Cash,23,Cancelled
O006228,C00017,D0469,19-01-2024,UPI,13,Delivered
O006229,C00192,D0017,15-09-2023,Wallet,42,Delivered
O006230,C00958,D0429,28-11-2023,Card,54,Late
O006231,C01666,D0245,02-08-2024,Cash,12,Cancelled
O006232,C04424,D0249,22-10-2024,UPI,21,Delivered
O006233,C01524,D0163,26-04-2021,UPI,47,Delivered
O006234,C01892,D0320,12-10-2024,Card,18,Late
O006235,C02116,D0333,20-08-2022,Cash,24,Cancelled
O006236,C02868,D0372,04-08-2022,Cash,38,Delivered
O006237,C03635,D0266,10-10-2023,Card,26,Late
O006238,C03588,D0419,18-10-2024,Wallet,60,Delivered
O006239,C03733,D0160,18-02-2021,Wallet,33,Cancelled
O006240,C03175,D0231,10-03-2024,Cash,16,Delivered
O006241,C03080,D0062,24-03-2022,Wallet,35,Cancelled
O006242,C04358,D0445,05-12-2021,Card,36,Late
O006243,C00700,D0421,23-02-2024,Card,28,Cancelled
O006244,C04957,D0439,16-09-2025,Card,9,Cancelled
O006245,C04034,D0266,27-10-2025,Wallet,44,Delivered
O006246,C04917,D0036,29-12-2021,UPI,19,Delivered
O006247,C01322,D0460,12-04-2023,Card,28,Cancelled
O006248,C04550,D0058,19-01-2023,Wallet,38,Delivered
O006249,C00276,D0089,08-03-2023,Card,18,Cancelled
O006250,C02660,D0388,12-09-2025,UPI,46,Delivered
O006251,C01573,D0163,09-05-2023,Card,59,Cancelled
O006252,C02361,D0149,16-04-2022,Wallet,51,Delivered
O006253,C04433,D0095,15-12-2025,Cash,9,Cancelled
O006254,C00814,D0444,10-12-2021,Cash,52,Delivered
O006255,C00479,D0023,28-06-2022,Card,19,Delivered
O006256,C04609,D0036,13-01-2024,Card,40,Cancelled
O006257,C00965,D0079,21-08-2022,Wallet,47,Late
O006258,C03432,D0221,24-06-2025,Wallet,40,Delivered
O006259,C00214,D0099,19-07-2021,Wallet,18,Cancelled
O006260,C02184,D0026,13-06-2024,Card,38,Late
O006261,C00659,D0110,25-09-2023,Wallet,51,Cancelled
O006262,C02113,D0272,19-08-2021,Cash,55,Cancelled
O006263,C00834,D0366,04-05-2024,Wallet,39,Cancelled
O006264,C00817,D0285,19-08-2022,Cash,12,Cancelled
O006265,C01257,D0002,08-11-2023,Cash,47,Cancelled
O006266,C03495,D0180,27-05-2022,Cash,13,Cancelled
O006267,C02150,D0021,04-02-2023,Wallet,42,Late
O006268,C02843,D0325,10-07-2025,Card,52,Late
O006269,C00447,D0480,06-12-2025,UPI,11,Late
O006270,C02979,D0443,24-12-2021,Wallet,53,Cancelled
O006271,C03882,D0085,13-10-2021,Cash,38,Cancelled
O006272,C02629,D0025,21-09-2021,Card,29,Cancelled
O006273,C02036,D0458,10-01-2025,UPI,50,Delivered
O006274,C01513,D0491,31-08-2023,Card,31,Late
O006275,C02339,D0347,15-05-2025,Cash,28,Cancelled
O006276,C00098,D0127,26-10-2024,UPI,36,Cancelled
O006277,C02599,D0280,29-09-2021,Cash,24,Late
O006278,C03846,D0495,21-06-2023,Card,23,Cancelled
O006279,C03074,D0227,27-09-2024,Wallet,41,Delivered
O006280,C04617,D0006,28-06-2023,Cash,13,Late
O006281,C01652,D0279,10-01-2021,Wallet,35,Delivered
O006282,C03313,D0387,16-09-2023,Cash,8,Cancelled
O006283,C04738,D0429,21-10-2025,UPI,37,Delivered
O006284,C03824,D0369,06-10-2021,Card,47,Cancelled
O006285,C00913,D0256,11-03-2023,Cash,42,Delivered
O006286,C01782,D0205,22-05-2021,Cash,48,Cancelled
O006287,C02916,D0156,29-05-2022,UPI,51,Cancelled
O006288,C01494,D0305,13-06-2021,Cash,32,Late
O006289,C00159,D0341,25-08-2025,Cash,55,Cancelled
O006290,C02301,D0287,08-09-2022,UPI,48,Late
O006291,C04675,D0092,13-07-2025,Card,42,Delivered
O006292,C02688,D0366,03-04-2023,UPI,53,Delivered
O006293,C01105,D0429,30-04-2024,Card,30,Delivered
O006294,C00672,D0340,26-09-2023,Cash,40,Cancelled
O006295,C03328,D0097,01-05-2023,Card,42,Cancelled
O006296,C00379,D0180,09-01-2024,Cash,33,Delivered
O006297,C03888,D0004,15-09-2024,Cash,22,Late
O006298,C00860,D0250,07-02-2023,Card,13,Late
O006299,C01315,D0217,16-11-2025,UPI,10,Cancelled
O006300,C02153,D0168,25-03-2023,Card,49,Delivered
O006301,C02056,D0229,29-10-2024,Wallet,14,Delivered
O006302,C03456,D0172,13-04-2021,Wallet,31,Late
O006303,C04143,D0417,18-10-2022,Card,38,Cancelled
O006304,C04925,D0342,04-09-2023,UPI,35,Cancelled
O006305,C03435,D0264,24-07-2024,UPI,47,Late
O006306,C02704,D0040,03-08-2021,Wallet,26,Cancelled
O006307,C02481,D0362,31-08-2023,Card,58,Delivered
O006308,C00685,D0244,04-08-2024,Wallet,40,Late
O006309,C02404,D0163,03-08-2023,Cash,38,Cancelled
O006310,C03786,D0012,24-03-2023,UPI,41,Cancelled
O006311,C02801,D0378,26-11-2022,Card,27,Cancelled
O006312,C03058,D0442,29-04-2023,Cash,56,Cancelled
O006313,C01898,D0476,08-12-2021,Wallet,53,Late
O006314,C02525,D0043,26-05-2021,Cash,35,Late
O006315,C01232,D0243,19-07-2023,UPI,13,Cancelled
O006316,C02821,D0419,24-02-2023,Card,32,Late
O006317,C04625,D0276,16-06-2021,UPI,60,Late
O006318,C01031,D0231,13-07-2025,Card,9,Delivered
O006319,C04574,D0167,06-06-2022,Wallet,23,Delivered
O006320,C03461,D0369,09-04-2025,Cash,53,Late
O006321,C00321,D0205,06-11-2024,Wallet,48,Late
O006322,C04622,D0399,16-02-2022,Card,23,Late
O006323,C02743,D0169,23-11-2024,Card,40,Cancelled
O006324,C01652,D0372,01-07-2025,Card,22,Cancelled
O006325,C00729,D0135,05-04-2024,Card,49,Delivered
O006326,C02930,D0436,08-08-2022,Cash,44,Cancelled
O006327,C01349,D0257,29-06-2025,Card,55,Delivered
O006328,C03227,D0220,10-06-2023,Cash,21,Late
O006329,C04096,D0313,08-07-2023,UPI,10,Cancelled
O006330,C00175,D0011,07-11-2021,UPI,8,Delivered
O006331,C00161,D0106,10-12-2021,Wallet,33,Late
O006332,C00738,D0239,23-02-2024,UPI,40,Cancelled
O006333,C04190,D0423,12-04-2023,Cash,27,Cancelled
O006334,C04755,D0458,23-05-2021,Wallet,17,Late
O006335,C03984,D0399,28-04-2023,Cash,8,Delivered
O006336,C04989,D0391,28-08-2022,Card,30,Delivered
O006337,C00697,D0079,30-09-2021,UPI,31,Delivered
O006338,C03019,D0104,24-07-2023,Cash,45,Delivered
O006339,C03942,D0038,28-04-2024,Wallet,33,Cancelled
O006340,C03231,D0465,27-08-2021,Wallet,18,Late
O006341,C01117,D0311,21-03-2025,Card,21,Cancelled
O006342,C00204,D0057,07-08-2025,UPI,56,Late
O006343,C00365,D0060,18-06-2023,Wallet,56,Late
O006344,C02528,D0203,10-02-2021,Card,26,Cancelled
O006345,C03075,D0136,22-03-2024,UPI,39,Cancelled
O006346,C02650,D0005,23-07-2023,Card,14,Delivered
O006347,C01679,D0114,25-08-2021,Cash,51,Delivered
O006348,C02235,D0307,19-10-2023,Wallet,19,Delivered
O006349,C04015,D0147,27-05-2021,UPI,56,Cancelled
O006350,C01813,D0232,15-12-2022,UPI,27,Delivered
O006351,C03112,D0144,24-02-2024,Wallet,52,Late
O006352,C04328,D0351,29-03-2024,Card,20,Cancelled
O006353,C03719,D0346,22-11-2025,Card,49,Delivered
O006354,C03648,D0271,17-03-2023,UPI,18,Cancelled
O006355,C02375,D0357,02-07-2024,Wallet,21,Late
O006356,C03002,D0472,30-12-2022,UPI,12,Delivered
O006357,C00544,D0337,14-05-2024,UPI,24,Cancelled
O006358,C04851,D0367,22-04-2024,Cash,16,Late
O006359,C01568,D0454,21-11-2022,Cash,23,Delivered
O006360,C00688,D0397,18-03-2024,Wallet,31,Late
O006361,C04664,D0374,27-09-2023,UPI,29,Cancelled
O006362,C02376,D0497,09-06-2022,Cash,51,Cancelled
O006363,C04813,D0291,25-07-2021,Cash,28,Delivered
O006364,C00577,D0003,08-10-2021,UPI,48,Delivered
O006365,C04132,D0280,26-09-2024,Wallet,8,Cancelled
O006366,C03704,D0038,21-05-2022,Wallet,9,Late
O006367,C01077,D0035,17-10-2021,UPI,59,Delivered
O006368,C00278,D0147,15-04-2023,Wallet,46,Late
O006369,C02898,D0074,15-06-2021,UPI,11,Cancelled
O006370,C02330,D0283,03-06-2023,Cash,27,Delivered
O006371,C02844,D0347,10-11-2022,Wallet,53,Cancelled
O006372,C03144,D0417,19-10-2021,Card,18,Cancelled
O006373,C00452,D0488,09-03-2025,Cash,59,Late
O006374,C02321,D0413,13-07-2021,Wallet,13,Delivered
O006375,C02845,D0494,01-11-2025,Wallet,39,Delivered
O006376,C04920,D0375,22-10-2021,Card,52,Cancelled
O006377,C03371,D0387,20-03-2024,UPI,37,Delivered
O006378,C03113,D0129,23-10-2024,Wallet,17,Cancelled
O006379,C01969,D0172,03-04-2025,Card,43,Cancelled
O006380,C04717,D0342,21-12-2025,Cash,13,Late
O006381,C02985,D0326,12-10-2021,UPI,27,Late
O006382,C03958,D0012,23-03-2021,Cash,41,Delivered
O006383,C00060,D0352,04-07-2023,Wallet,16,Late
O006384,C02038,D0450,15-12-2021,Cash,29,Delivered
O006385,C04475,D0081,01-08-2023,Cash,21,Cancelled
O006386,C01919,D0080,27-11-2024,Wallet,56,Delivered
O006387,C01045,D0173,30-04-2021,Wallet,58,Delivered
O006388,C02492,D0272,08-03-2022,Wallet,23,Cancelled
O006389,C01122,D0459,20-04-2022,UPI,12,Late
O006390,C03366,D0132,19-05-2023,Wallet,31,Delivered
O006391,C02040,D0272,26-04-2021,Cash,55,Late
O006392,C00698,D0278,08-10-2022,Card,11,Delivered
O006393,C04791,D0254,04-08-2021,UPI,60,Delivered
O006394,C00161,D0142,28-03-2025,Cash,21,Delivered
O006395,C00294,D0187,13-04-2025,UPI,45,Cancelled
O006396,C00438,D0419,04-04-2024,Card,60,Late
O006397,C00337,D0340,02-04-2024,Wallet,52,Delivered
O006398,C00450,D0374,20-12-2023,Wallet,33,Cancelled
O006399,C02390,D0342,15-12-2023,Wallet,31,Late
O006400,C04272,D0344,13-09-2022,Card,18,Late
O006401,C01517,D0435,10-08-2023,Wallet,32,Cancelled
O006402,C02881,D0240,19-11-2022,Cash,52,Late
O006403,C02403,D0160,17-10-2021,Card,39,Late
O006404,C02796,D0012,27-06-2021,Card,17,Late
O006405,C01069,D0363,16-04-2023,Wallet,27,Cancelled
O006406,C02289,D0071,24-10-2025,Card,56,Delivered
O006407,C00739,D0218,01-03-2023,UPI,47,Late
O006408,C01432,D0098,09-11-2023,UPI,25,Cancelled
O006409,C04486,D0231,05-06-2021,Cash,19,Cancelled
O006410,C00179,D0375,05-12-2024,Card,50,Late
O006411,C03740,D0452,19-10-2023,Wallet,47,Delivered
O006412,C00985,D0091,04-06-2022,UPI,26,Cancelled
O006413,C02011,D0265,24-02-2023,Card,32,Delivered
O006414,C01877,D0035,02-10-2023,Cash,48,Late
O006415,C01672,D0112,06-02-2025,Wallet,20,Cancelled
O006416,C02438,D0468,17-09-2023,Wallet,49,Late
O006417,C01784,D0032,24-11-2025,Wallet,28,Cancelled
O006418,C02917,D0261,20-10-2021,Wallet,59,Late
O006419,C02918,D0154,19-07-2025,Wallet,47,Cancelled
O006420,C00556,D0177,16-10-2024,Wallet,22,Cancelled
O006421,C00234,D0328,17-05-2022,Wallet,56,Cancelled
O006422,C02628,D0271,30-07-2021,Cash,50,Cancelled
O006423,C02556,D0327,05-11-2025,Card,44,Cancelled
O006424,C01634,D0210,26-12-2023,Wallet,34,Delivered
O006425,C00173,D0236,04-10-2022,UPI,28,Late
O006426,C00644,D0051,07-01-2025,Cash,57,Late
O006427,C02981,D0412,18-07-2021,UPI,39,Late
O006428,C04876,D0321,22-01-2024,UPI,43,Cancelled
O006429,C03289,D0408,27-03-2025,Wallet,14,Delivered
O006430,C03050,D0285,17-12-2023,UPI,12,Late
O006431,C00590,D0376,27-10-2023,Wallet,16,Cancelled
O006432,C03738,D0463,17-01-2021,UPI,54,Delivered
O006433,C03397,D0260,14-03-2022,UPI,30,Late
O006434,C01382,D0332,24-11-2025,Cash,19,Delivered
O006435,C03198,D0025,06-02-2023,UPI,57,Delivered
O006436,C03308,D0320,23-04-2025,Wallet,34,Cancelled
O006437,C00087,D0176,29-06-2022,Card,29,Delivered
O006438,C03322,D0449,04-02-2024,Card,55,Delivered
O006439,C04954,D0420,19-12-2025,Cash,53,Late
O006440,C00685,D0298,12-02-2025,UPI,52,Delivered
O006441,C02026,D0089,15-10-2023,UPI,10,Cancelled
O006442,C03882,D0401,20-05-2022,Card,29,Late
O006443,C02994,D0320,31-08-2025,Card,15,Delivered
O006444,C01967,D0416,15-03-2021,Card,27,Cancelled
O006445,C04618,D0391,14-08-2025,UPI,28,Late
O006446,C02059,D0490,26-06-2025,Card,13,Late
O006447,C01128,D0397,11-06-2021,UPI,49,Cancelled
O006448,C02293,D0431,21-03-2023,Card,57,Delivered
O006449,C00583,D0269,18-11-2024,Wallet,56,Cancelled
O006450,C03727,D0447,03-02-2021,UPI,44,Cancelled
O006451,C04055,D0274,09-10-2025,Card,30,Delivered
O006452,C02618,D0155,28-08-2022,Cash,47,Delivered
O006453,C00895,D0281,07-08-2021,Card,14,Delivered
O006454,C02942,D0150,27-06-2023,UPI,44,Cancelled
O006455,C04093,D0099,09-06-2022,UPI,23,Late
O006456,C00176,D0478,02-12-2022,Cash,52,Delivered
O006457,C03683,D0460,16-10-2025,Wallet,24,Late
O006458,C00898,D0333,14-02-2024,Wallet,52,Delivered
O006459,C04812,D0139,28-01-2022,Wallet,43,Cancelled
O006460,C00907,D0098,30-06-2021,Cash,29,Delivered
O006461,C02306,D0284,24-08-2024,UPI,57,Late
O006462,C01096,D0400,16-02-2021,Wallet,56,Cancelled
O006463,C02050,D0374,16-12-2025,Cash,50,Cancelled
O006464,C02270,D0169,03-01-2024,Cash,11,Delivered
O006465,C01083,D0083,28-06-2023,Wallet,32,Cancelled
O006466,C00048,D0067,16-07-2021,UPI,35,Late
O006467,C03973,D0065,19-11-2022,Card,36,Cancelled
O006468,C01573,D0385,28-01-2025,Cash,24,Late
O006469,C02875,D0456,09-09-2021,UPI,33,Late
O006470,C04005,D0153,05-08-2024,Card,12,Cancelled
O006471,C00064,D0436,02-04-2025,Card,8,Late
O006472,C01709,D0371,21-07-2022,Cash,20,Cancelled
O006473,C04014,D0053,09-02-2021,Cash,18,Late
O006474,C03641,D0449,28-01-2025,Cash,25,Delivered
O006475,C01877,D0236,04-05-2022,Cash,21,Cancelled
O006476,C02115,D0290,14-10-2025,Wallet,16,Late
O006477,C04273,D0215,02-12-2023,Card,18,Delivered
O006478,C02724,D0435,02-10-2025,Card,29,Delivered
O006479,C01510,D0491,08-01-2022,Wallet,36,Late
O006480,C03241,D0328,01-04-2024,UPI,20,Delivered
O006481,C04243,D0131,05-10-2023,UPI,22,Late
O006482,C00078,D0174,18-12-2023,Wallet,51,Cancelled
O006483,C04023,D0373,18-11-2022,Card,18,Delivered
O006484,C00676,D0435,30-10-2024,Card,54,Delivered
O006485,C00275,D0376,18-09-2022,UPI,48,Delivered
O006486,C01760,D0339,30-07-2022,Card,11,Delivered
O006487,C01853,D0348,22-08-2025,Wallet,48,Delivered
O006488,C04531,D0155,03-02-2023,Card,30,Delivered
O006489,C00446,D0065,18-07-2021,Cash,50,Cancelled
O006490,C03370,D0123,18-01-2024,Card,33,Late
O006491,C03404,D0290,28-07-2022,Card,34,Late
O006492,C04160,D0193,05-02-2025,Cash,47,Delivered
O006493,C04963,D0296,10-09-2023,Cash,52,Delivered
O006494,C01802,D0364,10-08-2024,Cash,26,Late
O006495,C02628,D0127,26-11-2024,Card,46,Late
O006496,C04080,D0255,24-01-2022,Wallet,28,Cancelled
O006497,C02553,D0447,25-12-2025,Card,42,Delivered
O006498,C00727,D0258,18-08-2024,Wallet,14,Late
O006499,C03431,D0205,16-04-2022,Card,60,Late
O006500,C01514,D0406,15-11-2023,UPI,46,Delivered
O006501,C00798,D0174,16-06-2022,UPI,32,Cancelled
O006502,C01411,D0152,25-05-2024,Wallet,37,Delivered
O006503,C02919,D0347,15-06-2022,UPI,12,Cancelled
O006504,C02136,D0453,06-03-2021,Wallet,31,Cancelled
O006505,C02215,D0253,24-03-2023,Cash,14,Delivered
O006506,C03474,D0248,02-11-2024,Cash,46,Delivered
O006507,C03753,D0183,04-07-2025,Card,30,Delivered
O006508,C01641,D0263,24-05-2022,Cash,31,Late
O006509,C01346,D0421,03-03-2024,Card,22,Late
O006510,C04921,D0167,15-05-2023,Cash,14,Late
O006511,C04358,D0079,14-11-2021,Card,11,Cancelled
O006512,C02453,D0250,02-04-2023,UPI,29,Cancelled
O006513,C03498,D0230,17-04-2023,Cash,50,Late
O006514,C00687,D0086,14-07-2022,Card,22,Late
O006515,C02116,D0050,02-10-2022,Wallet,39,Cancelled
O006516,C03150,D0298,08-02-2025,Card,40,Cancelled
O006517,C01227,D0191,08-10-2024,Card,47,Delivered
O006518,C02346,D0330,04-05-2024,Card,38,Delivered
O006519,C02776,D0328,28-08-2024,Card,47,Delivered
O006520,C04254,D0479,06-04-2022,UPI,56,Cancelled
O006521,C00658,D0360,12-03-2023,Wallet,36,Cancelled
O006522,C02163,D0454,19-08-2025,Cash,57,Late
O006523,C04295,D0224,04-09-2025,Wallet,20,Delivered
O006524,C00027,D0235,10-05-2021,UPI,14,Late
O006525,C02075,D0129,11-09-2025,UPI,50,Cancelled
O006526,C01173,D0202,22-03-2025,Wallet,50,Delivered
O006527,C04132,D0367,11-04-2025,Wallet,51,Delivered
O006528,C00934,D0176,13-04-2022,Wallet,25,Delivered
O006529,C02874,D0385,11-07-2022,UPI,44,Delivered
O006530,C04776,D0413,19-10-2025,Cash,53,Cancelled
O006531,C04929,D0274,20-07-2024,Cash,50,Delivered
O006532,C01001,D0469,13-09-2023,Cash,18,Late
O006533,C00655,D0160,26-09-2021,Card,36,Late
O006534,C00234,D0152,03-01-2023,UPI,18,Delivered
O006535,C04292,D0349,05-11-2022,Card,49,Late
O006536,C00246,D0287,25-08-2021,UPI,55,Delivered
O006537,C02832,D0232,31-10-2024,Cash,22,Delivered
O006538,C04560,D0291,27-08-2021,UPI,9,Late
O006539,C04771,D0476,03-01-2022,Cash,33,Delivered
O006540,C00988,D0456,01-11-2025,Card,42,Cancelled
O006541,C02940,D0133,29-09-2024,Wallet,19,Late
O006542,C01868,D0052,28-08-2024,Cash,11,Cancelled
O006543,C00585,D0005,08-02-2024,Wallet,35,Late
O006544,C00433,D0138,16-10-2024,Card,55,Cancelled
O006545,C02942,D0423,08-11-2024,Wallet,46,Delivered
O006546,C01745,D0165,25-07-2022,UPI,32,Late
O006547,C01227,D0382,30-08-2024,Card,22,Late
O006548,C04658,D0435,23-10-2023,Cash,59,Cancelled
O006549,C04119,D0467,21-09-2023,Wallet,47,Cancelled
O006550,C00645,D0276,10-01-2025,Wallet,26,Cancelled
O006551,C02314,D0039,26-12-2021,UPI,17,Delivered
O006552,C02308,D0292,17-02-2023,UPI,30,Cancelled
O006553,C01674,D0388,21-10-2023,UPI,53,Late
O006554,C01198,D0238,21-10-2021,Card,29,Delivered
O006555,C03206,D0139,29-12-2024,Card,32,Delivered
O006556,C00909,D0126,29-09-2025,Wallet,11,Cancelled
O006557,C02625,D0241,30-07-2021,Wallet,18,Cancelled
O006558,C04153,D0144,16-10-2023,Cash,27,Cancelled
O006559,C04038,D0494,02-04-2021,UPI,44,Late
O006560,C02089,D0211,30-08-2021,Cash,32,Cancelled
O006561,C04997,D0144,20-11-2023,Card,59,Cancelled
O006562,C02888,D0208,19-01-2025,UPI,15,Late
O006563,C03463,D0258,25-11-2022,Wallet,37,Late
O006564,C04315,D0309,13-11-2022,Card,54,Delivered
O006565,C02515,D0317,12-07-2023,Cash,59,Delivered
O006566,C01714,D0022,10-04-2022,Wallet,12,Cancelled
O006567,C04675,D0289,04-03-2022,Card,32,Cancelled
O006568,C00177,D0127,26-05-2025,Wallet,15,Cancelled
O006569,C03041,D0370,17-06-2023,Cash,16,Cancelled
O006570,C01551,D0443,16-03-2023,Card,36,Cancelled
O006571,C04297,D0005,13-10-2024,Card,36,Delivered
O006572,C03829,D0038,01-02-2024,Wallet,28,Cancelled
O006573,C04461,D0011,24-07-2023,Cash,33,Delivered
O006574,C01201,D0021,30-05-2022,Wallet,29,Late
O006575,C02676,D0194,13-10-2022,Wallet,32,Delivered
O006576,C03158,D0384,23-03-2025,Card,33,Delivered
O006577,C04522,D0342,27-03-2025,UPI,21,Cancelled
O006578,C01172,D0408,13-09-2024,Card,19,Delivered
O006579,C00477,D0464,05-08-2022,Card,14,Delivered
O006580,C01892,D0252,02-05-2024,Card,9,Late
O006581,C04401,D0229,27-02-2024,Card,39,Cancelled
O006582,C00377,D0469,30-03-2025,UPI,19,Delivered
O006583,C01646,D0172,01-05-2025,Wallet,52,Cancelled
O006584,C01784,D0379,10-10-2023,Wallet,53,Cancelled
O006585,C02843,D0306,15-01-2021,UPI,19,Cancelled
O006586,C01064,D0302,02-09-2025,Card,47,Delivered
O006587,C00198,D0035,25-04-2022,Card,36,Delivered
O006588,C02342,D0165,15-12-2025,Wallet,25,Cancelled
O006589,C00058,D0339,06-02-2024,Cash,11,Cancelled
O006590,C03871,D0362,31-08-2022,UPI,13,Delivered
O006591,C04948,D0080,08-01-2024,Card,20,Late
O006592,C04750,D0217,14-03-2025,Cash,47,Delivered
O006593,C04474,D0431,30-10-2021,Wallet,43,Delivered
O006594,C00718,D0123,29-01-2024,UPI,52,Delivered
O006595,C01787,D0482,27-05-2022,Card,23,Late
O006596,C03736,D0383,20-04-2025,Card,52,Late
O006597,C00575,D0154,13-01-2025,UPI,26,Late
O006598,C03392,D0040,25-05-2024,Cash,31,Late
O006599,C00715,D0464,03-10-2024,Cash,42,Delivered
O006600,C04138,D0057,14-08-2024,UPI,8,Late
O006601,C04994,D0309,14-08-2022,Card,59,Cancelled
O006602,C01511,D0085,29-04-2022,UPI,55,Cancelled
O006603,C04018,D0381,31-10-2023,Cash,53,Cancelled
O006604,C04282,D0298,07-03-2022,Card,10,Delivered
O006605,C00318,D0349,20-02-2024,UPI,8,Late
O006606,C01297,D0118,30-10-2021,Card,49,Cancelled
O006607,C04078,D0154,25-02-2025,Wallet,41,Delivered
O006608,C00284,D0047,03-07-2024,Cash,25,Delivered
O006609,C00049,D0261,03-01-2024,Card,27,Late
O006610,C02052,D0078,26-11-2022,Card,39,Late
O006611,C01136,D0137,09-05-2024,Cash,13,Late
O006612,C04106,D0170,30-01-2024,Cash,38,Cancelled
O006613,C04092,D0023,15-11-2021,Card,45,Delivered
O006614,C04153,D0344,04-08-2024,Card,13,Delivered
O006615,C04940,D0034,06-02-2023,Wallet,12,Cancelled
O006616,C00768,D0006,22-08-2022,Card,55,Cancelled
O006617,C03643,D0394,29-03-2024,Card,23,Late
O006618,C00744,D0015,03-10-2024,Card,27,Delivered
O006619,C02853,D0024,22-10-2022,Wallet,21,Delivered
O006620,C00459,D0470,11-02-2023,Card,35,Cancelled
O006621,C02404,D0145,16-05-2021,Wallet,58,Late
O006622,C03539,D0427,10-10-2024,Wallet,13,Cancelled
O006623,C03843,D0475,26-05-2023,Wallet,52,Delivered
O006624,C04613,D0491,05-05-2023,Card,54,Delivered
O006625,C02469,D0088,23-04-2025,Wallet,31,Cancelled
O006626,C04474,D0322,30-06-2021,UPI,13,Cancelled
O006627,C02529,D0033,07-04-2021,UPI,41,Cancelled
O006628,C01230,D0177,28-04-2024,Card,21,Delivered
O006629,C03170,D0177,18-07-2021,UPI,38,Late
O006630,C04568,D0083,27-09-2025,Cash,15,Late
O006631,C01246,D0457,15-06-2025,UPI,10,Late
O006632,C04988,D0466,04-05-2023,UPI,60,Late
O006633,C02248,D0215,29-02-2024,UPI,31,Delivered
O006634,C04146,D0154,10-08-2024,Cash,50,Delivered
O006635,C03889,D0384,30-01-2021,Cash,16,Delivered
O006636,C02317,D0246,08-03-2022,UPI,41,Late
O006637,C04579,D0279,11-08-2025,Wallet,29,Delivered
O006638,C03167,D0115,26-11-2021,Card,55,Cancelled
O006639,C02084,D0152,25-08-2021,Card,22,Cancelled
O006640,C01574,D0165,05-02-2024,UPI,19,Cancelled
O006641,C00606,D0031,18-03-2022,Wallet,55,Late
O006642,C00124,D0015,18-10-2021,Card,60,Delivered
O006643,C02603,D0278,13-10-2021,Card,29,Delivered
O006644,C03577,D0090,18-08-2023,Cash,50,Delivered
O006645,C03032,D0243,20-04-2021,Card,18,Cancelled
O006646,C03221,D0437,15-03-2021,Cash,14,Late
O006647,C00819,D0160,06-04-2022,Cash,25,Delivered
O006648,C02494,D0300,18-08-2021,Card,27,Late
O006649,C02584,D0232,02-02-2025,Cash,49,Late
O006650,C02418,D0371,22-04-2022,Card,22,Delivered
O006651,C02231,D0419,02-02-2021,Card,10,Cancelled
O006652,C02777,D0281,12-05-2025,UPI,40,Delivered
O006653,C02952,D0340,18-11-2023,Cash,23,Late
O006654,C00027,D0438,24-11-2025,Wallet,16,Cancelled
O006655,C01246,D0185,13-09-2025,UPI,54,Cancelled
O006656,C04887,D0412,07-05-2024,Cash,47,Delivered
O006657,C04665,D0336,12-10-2025,Cash,57,Delivered
O006658,C03631,D0479,06-02-2022,Card,21,Delivered
O006659,C01444,D0417,06-09-2025,Card,52,Cancelled
O006660,C03122,D0380,28-10-2025,Cash,29,Late
O006661,C04518,D0175,12-11-2025,UPI,18,Delivered
O006662,C00080,D0327,25-12-2023,UPI,31,Delivered
O006663,C04457,D0362,01-09-2022,Wallet,60,Cancelled
O006664,C04724,D0449,26-11-2024,Card,36,Cancelled
O006665,C03028,D0034,11-03-2022,Card,57,Cancelled
O006666,C02294,D0203,29-10-2022,UPI,42,Delivered
